,WDID,STATUS,SPILL_ID,SPILL_LOC_NAME,SPILL_VOL,REACH_SURFACE,REACH_STORM_DRAINPIPE,RETURN_TO_SSS,SPILL_VOL_RECOVER,SPILL_VOL_REACH_SURF,LATTITUDE_DECIMAL_DEGREES,LONGITUDE_DECIMAL_DEGREES,ADDRESS,CITY,ZIP,SPILL_LOC_DESC,APPEAR_PT,APPEAR_PT_EXPLAIN,FINAL_SPILL_DEST,FINAL_SPILL_DEST_EXPL,START_DT,AGENCY_NOTIFY_DT,OPRTOR_ARRVL_DT,EST_END_DT,SPILL_CAUSE,SPILL_CAUSE_EXPLAIN,SSO_PLSD_SOURCE_PLSD,SSO_PLSD_SOURCE_EXPLAIN,WHERE_FAILURE_OCCUR,WHERE_FAIL_OCCUR_EXP,DIAMETER_OF_SEWER,MATERIAL_SEWER_PIPE,AGE_SEWER_PIPE,RESPONSE_ACTIVITIES,RESPONSE_ACTIVITIES_EXPL,Unnamed: 35
2003,4SSO10486,Active,656383,Pleasant Appartments,5.0,No,No,Not Applicable - Spill did not reach storm drainpipe,0.0,0.0,34.463611,119.085833,933 Pleasant,Santa Paula,93060.0,,Other (specify),Parking lot,Other paved surface, ,14-JUL-07 05.00.00.000000 PM,07/16/2007 16:00,07/14/2007 17:30,14-JUL-07 05.30.00.000000 PM,Other (specify below),Lateral line backing up during peak usage,,,,, , , ,Other (specify below),Owner instructed to clean area and have plumber out to clear lateral.,
2004,4SSO10486,Active,707224,Sullivan and Sullivan Law Offices,1.0,No,No,Not Applicable - Spill did not reach storm drainpipe,,,34.588056,119.231944,230 Main,Santa Paula,93060.0,"Private residence, Law office",Other (specify),pathway near residence clean-out,Other (specify below),rock pathway,19-OCT-07 12.00.00.000000 PM,10/19/2007 12:10,10/19/2007 12:38,19-OCT-07 12.38.00.000000 PM,Debris, ,,,,, , , ,Other (specify below),Ran sewer main line to clear any debris,
2005,4SSO10486,Active,707227,Jack In the Box,50.0,No,No,Not Applicable - Spill did not reach storm drainpipe,50.0,,34.346667,119.069444,306 Palm,Santa Paula,93060.0,,Other (specify),Cleanout,Street/curb and gutter, ,05-NOV-07 11.45.00.000000 AM,11/05/2007 11:45,11/05/2007 13:00,05-NOV-07 01.00.00.000000 PM,Grease deposition (FOG), ,,,,, , , ,Cleaned-up (mitigated effects of spill);Other (specify below),Restaurant closed.,
2006,4SSO10486,Active,717347,924 Santa Barbara St.,300.0,No,No,Not Applicable - Spill did not reach storm drainpipe,300.0,0.0,34.435278,119.253889,924 Santa Barbara,Santa Paula,93060.0,,Other (specify),Clean out in Driveway,Street/curb and gutter, ,12-MAY-08 10.48.00.000000 AM,05/12/2008 10:48,05/12/2008 11:30,12-MAY-08 02.00.00.000000 PM,Pump station failure, ,,,Upper Lateral, , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Other (specify below),Pump replaced,
2007,4SSO10486,Active,717826,St. Sebatian School,50.0,No,No,Not Applicable - Spill did not reach storm drainpipe,0.0,0.0,34.394167,119.1325,325 Santa Barbara,Santa Paula,93060.0,St. Sebastian  School,Other (specify),Clean Out,Other paved surface, ,07-MAY-08 10.00.00.000000 AM,05/07/2008 10:30,05/07/2008 10:45,07-MAY-08 11.00.00.000000 AM,Pipe structural problem/failure,Lateral line had plugged,,, , , , , ,Inspected sewer using CCTV to determine cause;Restored flow, ,
2008,4SSO10486,Active,719638,Mill Park,15.0,No,No,Not Applicable - Spill did not reach storm drainpipe,0.0,0.0,34.35,119.05,713 Ojai,Santa Paula,93060.0,,Other (specify),parking lot,Other paved surface, ,09-JUN-08 06.00.00.000000 AM,06/09/2008 09:00,06/09/2008 09:00,09-JUN-08 09.20.00.000000 AM,Debris, ,,,Upper Lateral, , , , ,Cleaned-up (mitigated effects of spill);Restored flow;Returned all or portion of spill to sanitary sewer system, ,
2009,4SSO10486,Active,719639,Mill Park,25.0,No,No,Not Applicable - Spill did not reach storm drainpipe,0.0,0.0,34.35,119.051944,713 Ojai,Santa Paula,93060.0,,Other (specify),parking lot,Other paved surface, ,10-JUN-08 06.00.00.000000 AM,06/10/2008 09:00,06/10/2008 09:00,10-JUN-08 09.10.00.000000 AM,Debris, ,,, , , , , ,Cleaned-up (mitigated effects of spill);Restored flow;Returned all or portion of spill to sanitary sewer system, ,
2010,4SSO10486,Active,735642,1201 E. Santa Paula Street,2.0,No,No,Not Applicable - Spill did not reach storm drainpipe,2.0,0.0,34.495278,-119.170833,1201 Santa Paula,Santa Paula,93060.0,,Other (specify),Clean out in residence yard,Other (specify below),Front yard area around cleanout,02-MAR-09 12.00.00.000000 PM,03/02/2009 12:10,03/02/2009 12:10,02-MAR-09 12.10.00.000000 PM,Other (specify below),Lateral blockage,,,Other (specify below),Residence lateral, , , ,Cleaned-up (mitigated effects of spill);Inspected sewer using CCTV to determine cause, ,
2011,4SSO10486,Active,740539,Harding Park,50.0,No,No,Not Applicable - Spill did not reach storm drainpipe,50.0,0.0,34.354167,-119.050278,1412 Harvard,Santa Paula,93060.0,,Other (specify),Cleanout,Other (specify below),Parking lot,30-JUN-09 02.00.00.000000 PM,06/30/2009 14:00,06/30/2009 14:45,30-JUN-09 02.45.00.000000 PM,Grease deposition (FOG), ,,, , , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
2012,4SSO10486,Active,748034,700 East Pleasant,250.0,No,No,Not Applicable - Spill did not reach storm drainpipe,250.0,0.0,34.356604,-119.067924,700 Pleasant,Santa Paula,93060.0,,Other (specify),Private Lateral,Street/curb and gutter, ,17-DEC-09 04.50.00.000000 PM,12/17/2009 17:00,12/17/2009 17:45,17-DEC-09 05.45.00.000000 PM,Vandalism, ,,, , , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system, ,
2013,4SSO10486,Active,752602,Auto Zone,25.0,No,No,Not Applicable - Spill did not reach storm drainpipe,25.0,0.0,34.562778,-119.126111,159 Harvard,Santa Paula,93060.0,,Building or structure, ,Other paved surface,parking lot,24-APR-10 05.00.00.000000 PM,04/24/2010 17:30,04/24/2010 17:45,24-APR-10 05.45.00.000000 PM,Debri-General, ,,, , , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system, ,
2014,4SSO10486,Active,752603,240 N. Ojai,50.0,No,No,Not Applicable - Spill did not reach storm drainpipe,50.0,0.0,34.486389,-119.223611,240 Ojai,Santa Paula,93060.0,,Building or structure, ,Building or structure, ,27-APR-10 09.00.00.000000 AM,04/27/2010 09:00,04/27/2010 09:10,27-APR-10 10.00.00.000000 AM,Debri-General, ,,, , , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
2015,4SSO10486,Active,753084,Harding Park Boys and Girls Club,50.0,No,No,Not Applicable - Spill did not reach storm drainpipe,50.0,0.0,34.35421,-119.059722,1400 Harvard,Santa Paula,93060.0,,Building or structure, ,Other paved surface, ,11-MAY-10 01.30.00.000000 PM,05/11/2010 14:30,05/11/2010 14:45,11-MAY-10 03.00.00.000000 PM,Grease deposition (FOG), ,,, , , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
2016,4SSO10486,Active,764112,Harvard Blvd & Palm ave,100.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,100.0,0.0,34.347008,-119.070102,159 Harvard,Santa Paula,93060.0,Private Driveway and sidewalk area,Building or structure,Private Lateral was plugged,Other (specify below),Vacuumed in suction tank and dumped in sewer manhole,07-MAR-11 10.00.00.000000 AM,03/07/2011 10:00,03/07/2011 10:10,07-MAR-11 12.45.00.000000 PM,Other (specify below),Plugged up Private Lateral,,,Upper Lateral,Private lateral was plugged, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill, ,
2017,4SSO10486,Active,778396,Tresierras Supermarket parking lot,20.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,20.0,0.0,34.347103,-119.068172,280 Harvard,Santa Paula,93060.0,Manhole for private sewer Lateral in parking lot of Supermarket.,Manhole, ,Other (specify below),Vacuumed up in Vaccon truck and returned to sewer main.,01-MAR-12 03.00.00.000000 PM,03/01/2012 15:00,03/01/2012 15:05,01-MAR-12 04.30.00.000000 PM,Grease deposition (FOG), ,,,Upper Lateral,Private sewer lateral became plugged and overflowed.,8,Clay,40,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system, ,
2018,4SSO10486,Active,778427,Tresierras Supermarket parking lot,50.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,50.0,0.0,34.347103,-119.068172,280 Harvard,Santa Paula,93060.0,Manhole for private sewer lateral in parking lot of supermarket.,Manhole, ,Other (specify below),Vacuumed up in Vaccon truck and returned to sewer main.,02-MAR-12 08.45.00.000000 AM,03/02/2012 08:47,03/02/2012 09:00,02-MAR-12 11.30.00.000000 AM,Other (specify below),"Lack of follow up, advise to bring in hydro-jetter and clean line properly.",,,Upper Lateral, ,8,clay,40,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,,
2019,4SSO10486,Active,793087,713 Ojai Road,2500.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,2450.0,0.0,34.44824,-119.2399,713 Ojai,Santa Paula,93060.0,,Building or structure,Sewage came out from the toilet seal in the bathroom at 713 Ojai Road,Other (specify below),"To prevent furhter damage to the interior of the home, the homeowner removed the clean out plug allowing sewage to flow into the back yard but preventing sewage from entering the residence.  All of the sewage was contained on the private property.",31-MAR-13 09.50.00.000000 AM,03/31/2013 09:50,03/31/2013 11:45,31-MAR-13 12.05.00.000000 PM,Other (specify below),Blockage was in the main sewer line two manholes down from 713 Ojai Rd. Blockage cleared 1205 hrs., , ,Main, , , , ,Contained all or portion of spill, ,
2020,4SSO10486,Active,810423,615 14th Ave,200.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,200.0,0.0,34.36552,-119.05593,615 14th Ave,Santa Paula,,Flow was seen surcharging from the clean out located in the lawn area of the residences front yard,Lateral Clean Out (Private),Flow was seen surcharging from the clean out located in the lawn area of the residences front yard,Street/Curb and Gutter, ,30-SEP-14 02.00.00.000000 PM,09/30/2014 14:45,09/30/2014 15:23,30-SEP-14 03.35.00.000000 PM,Other (specify below),Do not know what caused blockage. The blockage occurred in the private lateral section of the piping and was cleared by a contracted plumber,Single Family Home, ,Lower Lateral (Private), , , , ,Cleaned-Up;Contained all or portion of spill;Restored flow;Returned All Spill to Sanitary Sewer System;Property Owner Notified, ,
2021,4SSO10489,Active,655077,Parking lot- China Moon Buffet,400.0,Yes,No,Not Applicable - Spill did not reach storm drainpipe,400.0,0.0,34.270556,118.760833,1850 Erringer Road,Simi Valley,93065.0,Parking lot to street via driveway,Other (specify),Grease interceptor blockage,Other (specify below),Total spill volume captured and returned to sewer system; spill area cleaned and sanitized,22-JUL-07 03.00.00.000000 PM,07/22/2007 16:00,07/22/2007 16:30,22-JUL-07 06.30.00.000000 PM,Grease deposition (FOG),Blocked grease interceptor,,,,, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
2022,4SSO10489,Active,714751,1468 Los Angeles Ave.,1000.0,No,No,Not Applicable - Spill did not reach storm drainpipe,500.0,0.0,34.271647,118.770383,1468 Los Angeles Avenue,Simi Valley,93065.0,Sewer overflow from illegal drain connection to a private lateral. Overflow discharged to private property ( 1453 Patricia Ave.) via parking lot.,Gravity sewer,Spill from illegally installed drain connection to a private lateral.,Unpaved surface,Backyard of 1453 Patricia Ave.,06-MAR-08 08.00.00.000000 AM,03/06/2008 08:15,03/06/2008 09:30,06-MAR-08 02.35.00.000000 PM,Debris, ,,,,, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
2023,4SSO10489,Active,715430,2311 Tapo Street,500.0,No,No,Not Applicable - Spill did not reach storm drainpipe,500.0,0.0,34.27699,118.709538,2311 Tapo,Simi Valley,93063.0,"Cleanout located in parking lot of Hewang, Inc.",Other (specify),Private lateral cleanout,Other (specify below),Adjacent parking lot.,26-FEB-08 04.25.00.000000 PM,02/26/2008 16:30,02/26/2008 16:40,26-FEB-08 08.10.00.000000 PM,Pipe structural problem/failure, ,,,,,4,ACP,38,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
2024,4SSO10489,Active,719189,Panda One Buffet,490.0,No,Yes,Yes,490.0,0.0,34.27193,118.778632,2022 First,Simi Valley,93065.0,Private lateral and parking area,Other (specify),Private sewer lateral,Other (specify below),Catch Basin,08-JUN-08 03.00.00.000000 AM,06/08/2008 03:15,06/08/2008 03:30,08-JUN-08 05.00.00.000000 AM,Grease deposition (FOG), ,,,Upper Lateral, ,4,PVC, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
2025,4SSO10489,Active,726223,Denny's Restaurant Parking Lot,300.0,No,Yes,Yes,250.0,0.0,34.28019,118.743399,2460 Sycamore Drive,Simi Valley,93065.0,Spill discharged from restaurant sewer lateral via french drain to parking lot,Gravity sewer, ,Storm drain, ,12-SEP-08 10.00.00.000000 AM,09/12/2008 10:05,09/12/2008 10:45,12-SEP-08 12.00.00.000000 PM,Debris, ,,,Upper Lateral, ,4,clay,25,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system, ,
2026,4SSO10489,Active,754563,Crosby Ave,500.0,No,No,Not Applicable - Spill did not reach storm drainpipe,0.0,0.0,34.25879,-118.75027,"1049, 1063 Crosby",Simi,93065.0,Private lateral,Other (specify),Private lateral,Other (specify below),Contain in excavation trench,02-JUL-10 04.00.00.000000 AM,07/02/2010 04:00,07/02/2010 04:15,06-JUL-10 03.00.00.000000 AM,Pipe structural problem/failure,Private lateral failure causing seepage in soil and causing a sink hole in the street.,,,Lower Lateral, , ,Clay,30,Cleaned-up (mitigated effects of spill);Restored flow,Private contractor repaired laterals and restored flow,
2027,4SSO10489,Active,755091,927 Ventura Street,40.0,No,No,Not Applicable - Spill did not reach storm drainpipe,15.0,0.0,34.37515,-118.9289,927 Ventura,Sim,93065.0,"Spill location was located behind 927 ventura st. Private lateral spill, spill was contain and did not reach the city street pr storm drain.",Building or structure;Gravity sewer, ,Surface water,Spill was contain on property,16-JUL-10 05.30.00.000000 AM,07/16/2010 05:30,07/16/2010 05:45,16-JUL-10 05.55.00.000000 AM,Pipe structural problem/failure, ,,,Lower Lateral, ,6,PVC,30,Contained all or portion of spill;Restored flow, ,
2028,4SSO10489,Active,759127,First street & Easy street,200.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,150.0,0.0,34.27439,-118.77875,2090 First,Simi Valley,93065.0,L & L Hawiian Barbecue Restaurant grease interceptor,Other (specify),Grease interceptor,Street/curb and gutter, ,03-DEC-10 05.00.00.000000 AM,12/03/2010 05:10,12/03/2010 05:15,03-DEC-10 05.22.00.000000 AM,Grease deposition (FOG), ,,,Lower Lateral, , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system, ,
2029,4SSO10489,Active,768041,William A Morris Chevrolet,180.0,Yes,Yes,No,100.0,80.0,34.28003,-118.7799,1001 Cochran,Simi Valley,93065.0,William A Morris Chevrolet  car dealership lateral,Other (specify),Lateral from Car dealership overflowed and discharge to the street gutter and into the storm drain.,Separate storm drain;Street/curb and gutter;Other (specify below),Unknown if the spill reached any surface water. Investigation found no evidence of spill in the Simi arroyo. Samples were taken as a precaution,27-JUN-11 12.50.00.000000 PM,06/27/2011 12:50,06/27/2011 13:00,27-JUN-11 01.30.00.000000 PM,Root intrusion, ,,,Lower Lateral, ,6,PVC,20,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
2030,4SSO10489,Active,768420,Ralphs Grocery Market,300.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,250.0,0.0,34.27094,-118.74262,2726 Los Angeles,Simi Valley,93065.0,Grease interceptor blockage in the rear of this facility was overflowing.,Other sewer system structure, ,Other paved surface;Street/curb and gutter, ,12-JUL-11 05.30.00.000000 PM,07/12/2011 17:30,07/12/2011 17:40,12-JUL-11 06.30.00.000000 PM,Pipe structural problem/failure, ,,,Other (specify below),Private grease interceptor (Ralphs Market),4,cast iron,20,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Returned all or portion of spill to sanitary sewer system, ,
2031,4SSO10489,Active,772971,Grease Interceptor,300.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,275.0,0.0,34.27167,-118.74268,2726 Los Angeles,Simi,93065.0,Grease interceptor behind grocery store,Other (specify),Discharge pipe (private lateral) from grease interceptor had broken causing a backup and overflowing in their parking lot,Street/curb and gutter, ,12-JUL-11 05.30.00.000000 PM,07/12/2011 17:30,07/12/2011 17:45,12-JUL-11 06.06.00.000000 PM,Pipe structural problem/failure, ,,,Lower Lateral, ,6,PVC,20,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow,Crews responded to find grease interceptor overflowing immediately began to contain flow and divert flow to a down stream manhole located about 100 feet in Ralphs parking lot. Crew cleaned up spill in parking lot and street gutter. Area was sanitized and vacuumed.,
2032,4SSO10489,Active,772984,Lost Canyons,564.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,564.0,0.0,34.28076,-118.71783,3301 Los Canyons,Simi,93063.0,Septic tank lateral ine from Lost Canyons Golf Course was broke by a contactor repairing a storm drain,Other (specify),Septic tank lateral Line,Other (specify below),Excavation pit in street use to repair strom drain,29-AUG-11 08.30.00.000000 AM,08/29/2011 08:30,08/29/2011 08:45,29-AUG-11 09.15.00.000000 AM,Pipe structural problem/failure, ,,,Lower Lateral, ,6,PVC,10,Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system,Crews responded and found contactor had broke lateral from a septic tank. Spill was contain by contactor using the excavation pit. City crews vacuum all spill inside pit,
2033,4SSO10489,Active,774198,Dalhart,75.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,75.0,0.0,34.2959,-118.69944,3373 Dalhart,Simi,93063.0,"Residential area, Tract home lateral",Other (specify),Homowner lateral had a blockage and overflow into the Street and gutter,Street/curb and gutter, ,15-DEC-11 07.00.00.000000 AM,12/15/2011 07:00,12/15/2011 07:15,15-DEC-11 07.30.00.000000 AM,Pipe structural problem/failure, ,,,Lower Lateral, ,4,PVC,25,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,Sanitation crew responded to 3373 Dalhart to fine a private sewer lateral overflowing(weeping). Crews immediately setup vacuum on the vactor truck to contain and recover all spill,
2034,4SSO10489,Active,776477,Kuehner Plaza,180.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,180.0,0.0,34.27791,-118.6621,2315 Kuehner,Simi Valley,93063.0,,Other (specify),Clean out from 6  sewer lateral om property,Other (specify below),Spill was contain on property and vacuum and removed by Vactor Truck,25-JAN-12 01.00.00.000000 PM,01/25/2012 13:00,01/25/2012 13:15,25-JAN-12 03.00.00.000000 PM,Pipe structural problem/failure, ,,,Lower Lateral, ,6, , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow;Returned all or portion of spill to sanitary sewer system, ,
2035,4SSO10489,Active,776793,Bank of America,50.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,50.0,0.0,34.28737,-118.78646,450 American,Simi,93065.0,"Private sewer line , sewage was seeping from manhole on this property",Manhole, ,Other paved surface;Street/curb and gutter,Spill was contain along street gutter and pavement and catch basin. All sewage spill was vacuumed and return to sewer line,01-FEB-12 04.20.00.000000 PM,02/01/2012 16:25,02/01/2012 16:35,01-FEB-12 05.00.00.000000 PM,Root intrusion, ,,,Main, ,8,PVC,20,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow, ,
2036,4SSO10489,Active,784125,Asian Buffet Restaurant,850.0,Yes,Yes,No,0.0,850.0,34.27002,-118.76131,1850 Erringer,Simi Valley,93065.0,Parking lot for Asian Buffet restaurant grease interceptor was overflowing,Building or structure, ,Other paved surface;Separate storm drain;Street/curb and gutter;Surface water,Final spill destination was the Arroyo simi,24-JUL-12 07.00.00.000000 PM,07/24/2012 21:00,07/24/2012 21:15,24-JUL-12 09.40.00.000000 PM,Grease deposition (FOG), ,,,Lower Lateral, ,4, , ,Cleaned-up (mitigated effects of spill);Restored flow, ,
2037,4SSO10489,Active,785027,Mission Burrito,50.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,50.0,0.0,34.27471,-118.70906,2161 Tapo,Simi Valley,93063.0,Mission Burrito Grease intercetor overflowing and spilling into parking lot storm drain and into catch basin on Tapo street.   Spill contain inside catch basin.,Building or structure, ,Separate storm drain, ,10-AUG-12 10.45.00.000000 AM,08/10/2012 11:35,08/10/2012 11:45,10-AUG-12 12.00.00.000000 PM,Grease deposition (FOG), ,,,Other (specify below),Mission Burrito interceptor, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow, ,
2038,4SSO10489,Active,785697,Atlas Mediteiranean Kitchen,1.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,1.0,0.0,34.26402,-118.79573,1368 Madera,Simi Valley,93065.0,Grease interceptor overflow. Spill  contained in parking lot and did not discharge to any drains,Building or structure, ,Building or structure, ,27-AUG-12 01.25.00.000000 PM,08/27/2012 13:30,08/27/2012 13:35,27-AUG-12 02.25.00.000000 PM,Grease deposition (FOG), ,,,Other (specify below),Grease interceptor, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow, ,
2039,4SSO10489,Active,786518,Dogwood,1.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,1.0,0.0,34.27653,-118.74799,2272 ,Simi Valley,93065.0,Private lateral clean out  Dogwood St,Other (specify),private lateral clean out. Home owner having problems with lateral.,Street/curb and gutter, ,21-SEP-12 10.00.00.000000 AM,09/21/2012 10:05,09/21/2012 10:08,21-SEP-12 10.09.00.000000 AM,Pipe structural problem/failure, ,,,Lower Lateral, , , , ,Contained all or portion of spill;Inspected sewer using CCTV to determine cause, ,
2040,4SSO10489,Active,791591,Heywood,20.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,15.0,0.0,34.26886,-118.76415,1579 Heywood,Simi Valley,93065.0,Private lateral spill in Apartment buildings. Lateral blockage,Building or structure, ,Building or structure;Street/curb and gutter, ,12-FEB-13 06.15.00.000000 PM,02/12/2013 18:15,02/12/2013 18:30,12-FEB-13 06.40.00.000000 PM,Other (specify below),Private lateral spill backup,,,Lower Lateral, ,6,PVC,25,Other (specify below),Spill was contain on property. Sanitation crews recovered most of spill and sanitize area,
2041,4SSO10489,Active,792845,Moore,4.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,0.0,0.0,34.25879,-118.76161,1890 Moore,Simi Valley,93065.0,Residential Lateral,Other sewer system structure, ,Other (specify below),Spill was contain on homeowner property,25-JAN-13 10.30.00.000000 AM,01/25/2013 10:40,01/25/2013 11:00,25-JAN-13 11.30.00.000000 AM,Pipe structural problem/failure, ,,,Upper Lateral, , , , ,Contained all or portion of spill, ,
2042,4SSO10489,Active,804399,El Pollo Loco,20.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,20.0,0.0,34.28552,-118.71713,2780 Tapo Cyn,Simi,93063.0,Grease interceptor,Lateral Clean Out (Private), ,Street/Curb and Gutter, ,04-MAR-14 01.00.00.000000 PM,03/04/2014 14:10,03/04/2014 14:20,04-MAR-14 02.30.00.000000 PM,Grease Deposition (FOG), ,Food Service Establishment (FSE), ,Lower Lateral (Private), ,6,PVC,15,Cleaned-Up;Mitigated Effects of Spill;Contained all or portion of spill;Restored flow;Returned All Spill to Sanitary Sewer System, ,
2043,4SSO10489,Active,805888,2780 Tapo Canyon,50.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,50.0,0.0,34.28552,-118.71713,2780 Tapo Canyon  Rd,Simi,93065.0,Grease interceptor in Parking lot,Manhole,Grease interceptor manhole cover,Other (specify below),Parking lot,03-MAY-14 12.30.00.000000 PM,05/03/2014 12:01,05/03/2014 00:30,03-MAY-14 04.30.00.000000 AM,Grease Deposition (FOG), ,Food Service Establishment (FSE), ,Manhole,Grease interceptor manhole cover, , , ,Cleaned-Up;Contained all or portion of spill, ,
2044,4SSO10489,Active,806558,Ralphs,50.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,50.0,0.0,34.27161,-118.74315,2726 Los Angeles,Simi,93065.0,In alleyway behind Ralphs grocery Store,Lateral Clean Out (Private), ,Paved Surface;Street/Curb and Gutter, ,28-MAY-14 09.51.00.000000 PM,05/28/2014 22:51,05/28/2014 23:10,28-MAY-14 11.10.00.000000 PM,Grease Deposition (FOG), ,"Commercial Property (Office, retail, etc.)",Ralphs grocery store  Grease Interceptor,Lower Lateral (Private), ,6,PVC,25,Cleaned-Up;Mitigated Effects of Spill;Contained all or portion of spill;Returned Portion of Spill to Sanitary Sewer System, ,
2045,4SSO10489,Active,806560,Los Angeles,500.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,400.0,100.0,34.27202,-118.76664,1603 Los Angeles,Simi,93065.0,Alley way at 1603 Los Angeles Ave Alley way ( parking) Clean out overflowing,Lateral Clean Out (Private), ,Street/Curb and Gutter,"Most of spill was contain in Parking lot, about 100 gallons made it way to street gutter. Crew vacuum and sanitize Parking lot and street gutter",30-MAY-14 04.40.00.000000 PM,05/30/2014 16:40,05/30/2014 17:00,30-MAY-14 05.10.00.000000 PM,Grease Deposition (FOG), ,Mixed Use Property,CommonLateral clean out overflowing in alley way,Lower Lateral (Private), ,6,PVC,25,Cleaned-Up;Mitigated Effects of Spill;Contained all or portion of spill;Returned Portion of Spill to Sanitary Sewer System, ,
2046,4SSO10489,Active,806854,Easy St,50.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,50.0,0.0,34.27793,-118.7938,250 Easy,Simi Valley,93065.0,Private lateral spill at 250 Easy Street,Lower Lateral (Private), ,Street/Curb and Gutter, ,06-JUN-14 12.30.00.000000 PM,06/06/2014 12:30,06/06/2014 12:35,06-JUN-14 12.50.00.000000 PM,Damage by Others Not Related to CS Construction/Maintenance (Specify Below),Contractor for Telephone comphany bored through private lateral causing lateral to back up.,Industrial Property, ,Lower Lateral (Private), ,6,PVC,25,Cleaned-Up;Mitigated Effects of Spill;Contained all or portion of spill;Returned All Spill to Sanitary Sewer System;Property Owner Notified, ,
2047,4SSO10489,Active,808652,El Toritio,15.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,15.0,0.0,34.28019,-118.76092,2498 Erringer,Simi Valley,93065.0,Resturant sewer clean out in parking lot,Lateral Clean Out (Private), ,Paved Surface, ,21-AUG-14 02.50.00.000000 PM,08/21/2014 14:52,08/21/2014 14:55,21-AUG-14 03.45.00.000000 PM,Other (specify below),Grease interceptor had a broken baffle inside and discharge pipe from interceptor was also missing allowing grease to flow to main lateral line,Food Service Establishment (FSE), ,Lower Lateral (Private), ,6,PVC,25,Cleaned-Up;Mitigated Effects of Spill;Contained all or portion of spill, ,
