Wdid	Status	Last Updated On	CS Type	SSOq Population Served	SSOq Annual O M Budget	SSOq Annual Cap Exp Budget	SSOq Entry Individuals	SSOq Journey Individuals	SSOq Super Individuals	SSOq Manage Individuals	SSOq Grade I Maint	SSOq Grade I Plant	SSOq Grade II Maint	SSOq Grade II Ei	SSOq Grade II Mechanical	SSOq Grade III Maint	SSOq Grade III Ei	SSOq Grade III Mechanical	SSOq Grade IV Maint	SSOq Grade IV Ei	SSOq Grade IV Mechanical	SSOQ_CSU_I	SSOQ_CSU_II	SSOQ_PIPE_6_GRAVITY	SSOQ_PIPE_6_FORCE	SSOQ_PIPE_8_GRAVITY	SSOQ_PIPE_8_FORCE	SSOQ_PIPE_9_18_GRAVITY	SSOQ_PIPE_9_18_FORCE	SSOQ_PIPE_19_36_GRAVITY	SSOQ_PIPE_19_36_FORCE	SSOQ_PIPE_36_GRAVITY	SSOQ_PIPE_36_FORCE	SSOQ_PIPE_UNKNOWN_GRAVITY	SSOQ_PIPE_UNKNOWN_FORCE	SSOQ_PIPE_TOTAL_GRAVITY	SSOQ_PIPE_TOTAL_FORCE	SSOQ_MILES_OF_FORCE_MAIN	SSOQ_MILES_OF_GRAVITY_SEWER	SSOQ_MILES_OF_LATERALS	SSOQ_PORTION_OF_LTERL_RESPSBLE	SSOQ_MILES_OF_LTERL_RESPSBLE	SSOQ_NO_SERVICE_LATERAL	SSOQ_UNKNOWN_GRAVITY	SSOQ_UNKNOWN_OVER	SSOQ_UNKNOWN_UNDER	SSOQ_CONSTRUCTED_BEFORE_1900	SSOQ_BEFORE_1900_OVER	SSOQ_BEFORE_1900_UNDER	SSOQ_CONSTRUCTED_1900_1919	SSOQ_1900_1919_OVER	SSOQ_1900_1919_UNDER	SSOQ_CONSTRUCTED_1920_1939	SSOQ_1920_1939_OVER	SSOQ_1920_1939_UNDER	SSOQ_CONSTRUCTED_1940_1959	SSOQ_1940_1959_OVER	SSOQ_1940_1959_UNDER	SSOQ_CONSTRUCTED_1960_1979	SSOQ_1960_1979_OVER	SSOQ_1960_1979_UNDER	SSOQ_CONSTRUCTED_1980_1999	SSOQ_1980_1999_OVER	SSOQ_1980_1999_UNDER	SSOQ_CONSTRUCTED_2000_CURRENT	SSOQ_AFTER_2000_OVER	SSOQ_AFTER_2000_UNDER	SSOQ_TOTAL_GRAVITY	SSOQ_TOTAL_OVER	SSOQ_TOTAL_UNDER	SSOQ_INACCESSIBLE_SEWER_MILES	SSOQ_SEWER_CLEAN_PRODUCTION	SSOQ_GRAVITY_SEWER_INSPECTION	SSOQ_SSF_AVERAGE_DRY	SSOQ_SSF_PEAK_WET	SSOQ_TO_TYPE_1	SSOQ_TO_NAME_1	SSOQ_TO_WDID_1	SSOQ_26_COUNT	SSOQ_TRIBUTARY_SSS	SSOQ_TRIBUTARY_1	SSOQ_TRIBUTARY_NAME_1	SSOQ_TRIBUTARY_WDID_1	SSOQ_27B_COUNT	SSOQ_GRAVITY_AERIAL_CROSS	SSOQ_FORCE_AERIAL_CROSS	SSOQ_SIPHONS_CONVEY_SEWAGE	
3SSO10287	Active	04/04/2016	Municipal (Public)	33,364	797,167	3,154,755	1	12	1	1	2	0	5	0	1	1	0	0	1	0	0	10	10	25	40	60	40	14	20	0	0	1	0	0	0	100	100	10	144	20	none	0	8300	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	20	5	3	10	0	6	20	4	1	100	9	10	0	93.7	2	2.3	3.6	WWTP other agency	MRWPCA	3 270118002	4	No	 	 	 	5	0	0	1	
3SSO10288	Active	04/05/2017	Municipal (Public)	6,500	1,633,529	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	50	40	50	40	0	0	0	0	0	0	0	100	100	1.7	25.6	7.1	none	0	1987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	40	2	2	100	2	2	0	25.1	1	.13	.15	WWTP same agency	Templeton C.S.D.	3 400115001	4	No	 	 	 	5	0	0	0	
3SSO10289	Active	04/05/2016	Municipal (Public)	3,200	390,150	12,000	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	88	100	10	0	0	0	0	0	0	0	100	100	1.5	21	15.6	none	1	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	37	1	0	3	0	0	100	1	0	1	2	2	.327	.396	WWTP same agency	Treatment Pond	3SS010289	4	No	Yes	Treatment Pond	3SS010289	5	0	0	0	
3SSO10291	Active	02/02/2017	Municipal (Public)	10,000	5,551,527	2,428,000	0	5	1	1	0	4	2	0	1	0	0	0	4	0	0	1	0	1	52	94	48	3	0	2	0	0	0	0	0	100	100	2.2	72.9	88.3	none	0	3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	100	15	0	0	5	0	0	100	100	100	0.2	82.4	16.5	0.631	1.35	WWTP same agency	Montecito Sanitary District	3-420107001	4	No	No	 	 	5	39	2	4	
3SSO10292	Historical																																																																														0					0				
3SSO10293	Active	07/01/2016	Municipal (Public)	1,190	266,152	35,165	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	45	100	55	0	0	0	0	0	0	0	0	0	100	100	2	5.7	0	none	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	20	0	0	0	0	1	100	0	1	0	2.1	0.5	058	076	WWTP same agency	CSA 75 - Chualar	3SSO10292	4	No	 	 	 	5	0	0	0	
3SSO10296	Active	04/03/2017	Municipal (Public)	250,000	3,295,264	1,173,000	1	12	3	1	1	2	0	2	8	0	0	1	0	2	5	0	0	0	11	0	0	0	27	28	53	72	9	0	0	100	100	30.7	3.5	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	100	100	0	8	0	1	16	75	WWTP same agency	monterey regional water pollution control agency	3 270118002	4	No	 	 	 	5	0	2	0	
3SSO10297	Active	01/23/2017	Municipal (Public)	1,529	516,444	810,000	2	6	2	2	5	0	4	0	0	0	0	0	0	0	0	9	0	2	100	98	0	0	0	0	0	0	0	0	0	100	100	0.5	4	2	none	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	2	0	10	1	0	100	3	0	0.1	8.3	0	.045	.045	WWTP same agency	Blacklake WWTF	94-14	4	No	 	 	 	5	0	0	0	
3SSO10298	Active	01/23/2017	Municipal (Public)	9,150	1,511,500	930,000	2	6	2	2	5	0	4	0	0	0	0	0	0	0	0	9	0	5	100	85	0	5	0	5	0	0	0	0	0	100	100	3	36	8	none	0	3020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	65	1	7	25	1	1	100	2	8	1	20.7	6.4	.555	.555	WWTP same agency	Southland	R3-2012-00003	4	Yes	No	SLO County CSA 1	N/A	5	1	1	0	
3SSO10299	Active	04/12/2016	Park (w/Campground)	0	50,000	12,500	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	60	60	0	0	0	0	0	0	100	100	2	10	1	upperLower	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	100	0	0	0	5	5	.001	.010	WWTP same agency	Northshore Pleyto CS	3SSO10299	4	No	 	 	 	5	0	0	0	
3SSO10301	Active	01/26/2017	Municipal (Public)	650	546,704	35,500	1	5	1	2	1	0	2	0	0	0	0	0	0	0	0	0	2	60	30	0	0	40	70	0	0	0	0	0	0	100	100	3	8	4	none	1	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	6	0	0	0	0	0	1	100	0	7	4.4	2.5	2.5	0.0303	0.0472	SSS same agency	Sprayfield	3SSO1031	4	No	 	 	 	5	1	2	0	
3SSO10305	Active	03/17/2016	Municipal (Public)	30,500	308,800	1,045,000	1	5	1	1	2	0	2	0	0	2	0	0	0	0	0	4	3	21	0	59	0	15	0	5	0	0	0	0	0	100	0	3.6	132.5	59	none	0	9395	0	0	0	5	0	0	10	0	0	10	0	0	30	0	0	5	0	0	35	2	2	5	1	9	100	3	11	2	58.5	19.4	2.4	2.7	WWTP same agency	City of Paso Robles Wastewater Treatment Plant	3400105001	4	Yes	No	Templeton Community Service District	3SSO10288	5	3	3	1	
3SSO10306	Active	09/28/2016	Park (w/Campground)	500	35,000	35,000	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	50	0	0	0	0	0	0	0	0	0	100	100	0.5	3.0	1.0	upperLower	1.0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	20	0	100	0	0	0	100	0	100	0	0.3	0.2	50,000	50,000	WWTP same agency	Pfeiffer Big Sur	98-62	4	No	 	 	 	5	3	2	0	
3SSO10307	Active	03/11/2016	Municipal (Public)	7,861	452,000	3,268,000	1	5	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	45	15	50	35	5	50	0	0	0	0	0	0	100	100	13.5	40	0	none	0	4539	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	32	0	0	33	0	0	3	0	0	100	0	0	1	15	1	0.97	1.205	WWTP same agency	City of Pismo Beach WWTP	3SSO10307	4	No	 	 	 	5	0	3	0	
3SSO10308	Active	10/12/2016	Port	250	30,000	20,000	1	16	2	3	0	0	0	0	0	0	0	0	1	0	0	0	1	100	100	0	0	0	0	0	0	0	0	0	0	100	100	1.5	1.0	0.5	upperLower	0.5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	25	0	67	0	0	33	100	0	100	1.5	0	0	0.05	0.10	WWTP other agency	Avila Beach CSD	3 400101001	4	No	 	 	 	5	0	2	0	
3SSO10309	Active	12/06/2016	Municipal (Public)	372	147,181	30,457	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	90	100	10	0	0	0	0	0	0	0	0	0	100	100	1.9	3.3	1.4	none	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	4	100	0	4	0	0	0	0.02	0.028	WWTP same agency	Rancho Larios	3 359803001	4	No	 	 	 	5	0	0	0	
3SSO10311	Active	03/07/2017	Municipal (Public)	4,284	1,248,666	87,800	0	12	0	2	1	0	1	0	0	0	0	0	0	0	0	2	1	45	66	54	0	1	34	0	0	0	0	0	0	100	100	1.5	19	4.6	none	0	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	75	0	2	0	1	1	100	1	3	0.5	5	0	0.156	0.156	WWTP same agency	Ridgemark Estates WWTP	3 351000001	4	No	 	 	 	5	0	0	0	
3SSO10312	Active	03/20/2017	Municipal (Public)	78	45,100	38,652	2	34	7	2	11	2	0	2	3	0	0	0	0	3	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	100	0	0	1	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	5	0	0	100	0	0	0	1	0	.004	.010	SSS same agency	Santa Cruz County	3SSO10312	4	No	 	 	 	5	1	0	1	
3SSO10314	Active	03/18/2016	Municipal (Public)	152,000	2,516,800	95,300	3	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	70	0	3	0	7	0	5	0	0	0	100	0	1.9	262	403	none	0	32705	0	0	0	0	0	0	10	0	0	13	0	0	6	0	0	41	0	4	26	2	1	4	3	0	100	5	5	2	180.6	9.5	12,000,000	16,000,000	WWTP other agency	Monterey Regional Water Pollution Control Agency	NA	4	Yes	No	Boronda (Unincorperated County Area)	NA	5	7	1	3	
3SSO10315	Active	04/04/2017	Other	2,000	822,209	26,807	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	5	0	5	0	0	0	0	0	0	0	100	0	0	7	2	none	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	8	1	1	0	0	0	100	1	1	0	7	1	0.12	0.30	WWTP other agency	City of Watsonville	na	4	No	 	 	 	5	2	0	1	
3SSO10316	Active	01/31/2017	Municipal (Public)	529	28,215	28,215	1	1	0	1	N/A	N/A	NA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0.4	2.0	0.8	none	0.8	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	1	100	0	1	0	0.5	0	40,000	40,000	SSS same agency	San Ardo Sewer Ponds	na	4	No	 	 	 	5	1	1	0	
3SSO10317	Active	12/06/2016	Municipal (Public)	1,800	148,084	53,585	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	75	0	5	0	20	0	0	0	0	0	0	0	100	0	0.4	6.2	5	none	0	600	0	0	0	0	0	0	0	0	0	48	0	0	20	0	0	7	0	0	0	0	0	25	0	2	100	0	2	0	1	0	0.140	0.200	WWTP same agency	San Juan Bautista	0047912	4	No	 	 	 	5	0	0	0	
3SSO10318	Active	04/12/2016	Municipal (Public)	180	105,000	30,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	60	100	0	0	0	0	0	0	100	100	0	1.1	25	none	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	70	0	0	10	0	0	100	0	0	0	2.0	2.0	.0220	.0250	WWTP same agency	San Lucas CS	3SSO10318	4	No	 	 	 	5	0	0	0	
3SSO10319	Historical																																																																														0					0				
3SSO10320	Active	03/03/2017	Municipal (Public)	40,000	1,093,950	10,262,685	1	8	1	2	1	0	2	0	0	4	0	0	2	0	0	8	8	48	19	32	36	16	45	3	0	1	0	0	0	100	100	2.5	137	130	none	0	14700	0	0	0	10	0	0	10	0	0	10	0	0	10	0	0	20	1	4	20	1	0	20	2	1	100	4	5	5	63	16	4.5	20.0	SSS same agency	na	na	4	Yes	No	Cal Poly State University	3sso10235	5	197	5	16	
3SSO10321	Active	03/01/2017	Municipal (Public)	2,300	359,000	288,739	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	25	0	65	0	10	0	0	0	0	0	0	0	100	100	0	11	0	none	0	700	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	20	0	0	100	100	100	0	9	0	.14	.14	WWTP same agency	Machado Wastewater Facility	3400109001	4	No	 	 	 	5	0	0	0	
3SSO10322	Active	03/28/2017	Municipal (Public)	429	364,900	36,490	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	25	0	0	0	0	0	0	0	0	0	100	100	0	2	2.5	none	0	234	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	50	0	0	0	0	0	0	0	0	100	0	0	0	2	0.5	0.1	0.3	WWTP same agency	San Simeon WWTP	3400110001	4	Yes	No	Hearst Castle Visitors Center	3SSO11521	5	1	0	0	
3SSO10323	Active	03/20/2017	Municipal (Public)	218	259,430	70,000	2	34	7	2	11	2	0	2	3	0	0	0	0	3	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	100	0	1	1	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	2	0	0	0	2	0	0	100	0	2	0	1	0	.006	.01	WWTP same agency	CSA 5	3440106001	4	No	 	 	 	5	0	0	0	
3SSO10324	Active	03/20/2017	Municipal (Public)	72,200	17,618,901	11,567,198	2	34	7	2	11	2	0	2	3	0	0	0	0	3	0	0	0	50	80	40	10	10	5	0	5	0	0	0	0	100	100	14	220	0	none	0	36000	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	60	100	97	15	0	0	20	0	3	100	100	100	3	141	20	3.5	8.754	SSS same agency	Santa Cruz County	3440505309	4	No	 	 	 	5	20	4	2	
3SSO10325	Historical																																																																														0					0				
3SSO10326	Active	03/20/2017	Municipal (Public)	650	327,809	660,031	2	34	7	2	11	2	0	2	3	0	0	0	0	3	0	0	0	35	100	65	0	0	0	0	0	0	0	0	0	100	100	2	3	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	5	0	0	0	0	0	0	100	0	5	1	3	1	.0211	.035	WWTP same agency	CSA 7	3441000001	4	No	 	 	 	5	3	2	0	
3SSO10329	Active	06/03/2016	Municipal (Public)	285	101,477	193,004	2	3	1	1	0	0	1	0	0	1	0	0	0	0	0	0	2	100	100	0	0	0	0	0	0	0	0	0	0	100	100	1	13	1	none	7	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	0	1	1	0.011	0.036	WWTP same agency	Santa Lucia CSD	3 279804003	4	No	 	 	 	5	3	0	0	
3SSO10330	Active	04/05/2017	Municipal (Public)	4,418	572,902	85,000	6	6	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	55	100	42	0	0	0	0	0	0	0	100	100	0.8	13.8	0	none	0	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	15	100	0	100	100	0	0	14	5	135,000	139,000	WWTP other agency	City of Solvang	na	4	No	 	 	 	5	7	1	0	
3SSO10331	Active	02/23/2017	Municipal (Public)	11,900	700,175	42,500	1	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	40	100	50	0	10	0	0	0	0	0	0	0	100	100	8	55	20	none	0	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	35	0	4	15	1	2	100	1	6	5	15	0	0.671	0.943	WWTP same agency	Scotts Valley	R3-2013-001	4	No	 	 	 	5	6	3	0	
3SSO10332	Active	02/08/2017	Municipal (Public)	41,779	9,819,000	15,178,000	1	12	3	1	12	0	3	0	0	1	0	0	0	0	0	0	0	37	100	44	0	11	0	8	0	0	0	0	0	100	100	3	155	23	none	0	13200	0	0	0	0	0	0	0	0	0	15	0	0	20	0	0	25	0	1	25	0	5	15	1	7	100	1	13	0	100	6.5	3.3	7.2	WWTP other agency	South County Regional Wastewater Authority	3SSO10332	4	No	 	 	 	5	28	0	22	
3SSO10334	Active	12/15/2016	Municipal (Public)	35,000	800,000	3,400,000	1	2	1	3	1	0	3	0	0	0	0	0	0	0	0	0	0	87	69	5	0	7	31	1	0	0	0	0	0	100	100	0.5	73.8	40	none	0	7231	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	4	0	2	1	1	1	0	0	0	100	1	3	0.2	73.6	0.7	1.8	2.7	SSS other agency	MRWPCA	3SSO10296	4	No	 	 	 	5	2	0	0	
3SSO10335	Active	10/07/2016	Municipal (Public)	17,000	200,000	350,000	0	7	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	40	20	20	0	25	0	15	80	0	0	0	0	100	100	4.2	38.8	20	none	0	4179	0	100	100	0	0	0	0	0	0	0	0	0	20	0	0	40	0	0	30	0	0	10	0	0	100	100	100	0	15	5	2.6	3.5	WWTP same agency	City of Soledad Water Reclamation Facility	3270113001	4	No	 	 	 	5	0	0	1	
3SSO10336	Active	01/26/2016	Municipal (Public)	5,363	493,831	50,000	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	6	0	60	25	20	0	20	75	0	0	0	0	0	0	100	100	1	32	0	none	0	2047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	33	0	50	1	0	50	100	0	100	5	29	25	.72	2.0	WWTP same agency	City of Solvang	3420110001	4	Yes	No	Santa Ynez CSD	N/A	5	8	2	4	
3SSO10337	Active	03/01/2016	Municipal (Public)	40,000	150,000	295,611	2	5	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	80	0	0	0	0	0	100	0	0	9	0	none	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	100	0	0	0	0	0	2.2	5.0	WWTP same agency	So. San Luis Obispo Sa. District	3400111001	4	No	 	 	 	5	1	0	1	
3SSO10338	Active	07/20/2016	Municipal (Public)	2,500	855,103	75,000	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	90	0	5	0	0	0	0	0	0	0	100	100	0.4	8	5	none	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	20	0	1	20	0	2	100	0	3	2	8	4	0.15	0.3	WWTP same agency	Summerland Sanitary District	3SSO10338	4	No	 	 	 	5	0	0	0	
3SSO10340	Active	02/16/2017	Municipal (Public)	51,147	18,344,729	6,704,100	2	12	2	1	3	0	2	0	0	3	0	0	0	0	0	0	0	20	0	35	0	30	0	10	0	5	0	0	0	100	0	0.5	160	120	lower	60	13500	0	0	0	0	0	0	5	0	0	10	0	0	15	0	0	25	0	0	25	0	0	20	0	0	100	0	0	0	126	0.7	3.54	4.58	WWTP other agency	South County Regional Wastewater Authority	NA	4	Yes	No	City of Morgan Hill	NA	5	0	0	13	
3SSO10341	Active	04/03/2017	Municipal (Public)	500	85,000	5,400	3	2	1	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	0.3	2	0.5	upperLower	0.5	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	1	0	0	0	0	0	0	100	0	1	0	1.5	0	0.016	0.2	WWTP same agency	Tres Pinos District WWTP	3 350103001	4	No	 	 	 	5	0	0	0	
3SSO10343	Active	01/13/2017	School	26,266	275,000	75,000	0	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	44	16	12	28	44	2	0	0	0	21	0	100	100	0.9	17.7	11.8	upperLower	11.8	334	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	50	0	2	20	2	2	5	1	8	100	3	12	0	10	10	209,255	297,858	WWTP other agency	Goleta Sanitary District	3420102001	4	No	 	 	 	5	0	1	0	
3SSO10344	Active	03/16/2017	School	20,658	50,000	0	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	12	0	38	0	0	0	0	0	0	0	100	100	0.2	13.9	7	upperLower	7	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	30	0	0	10	0	0	100	0	0	2	2	1	.3	50	WWTP other agency	City of Santa Cruz	3SSO10252	4	No	 	 	 	5	0	0	0	
3SSO10345	Active	12/01/2016	Municipal (Public)	6,500	2,818,744	625,000	0	4	1	1	0	0	2	0	0	1	0	0	0	0	0	1	0	12	100	70	0	18	0	0	0	0	0	0	0	100	100	1	31	18	none	0	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	25	1	3	10	0	0	100	1	3	1	8	0	0.45	1.0	WWTP other agency	Lompoc Regional WWTP	3-420105001	4	No	 	 	 	5	1	1	1	
3SSO10346	Historical																																																																														0					0				
3SSO10347	Active	03/29/2017	Municipal (Public)	51,703	704,154	500,000	1	3	0	1	2	0	0	0	1	0	0	0	1	0	0	3	0	30	100	42	0	17	0	10	0	1	0	0	0	100	100	9.3	125.3	0	none	0	10210	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	20	1	0	65	1	7	8	0	3	100	2	10	1	49.3	9.2	6.5	20	WWTP same agency	City of Watsonville Treatment Facility	3 440104001	4	Yes	No	Salsipuedes Sanitary District	3SS010315	5	2	1	0	
3SSO11191	Active	09/05/2016	Prison	7,500	45,000	100,000	0	9	4	1	2	0	2	4	1	1	1	0	1	0	0	4	1	45	10	25	0	25	90	0	0	0	0	5	0	100	100	2.8	6	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	1	0	1	1	1	1	0	0	1	0	0	100	2	1	0	2.0	1	1	1	WWTP other agency	City of Soledad	3270113001	4	No	 	 	 	5	0	0	0	
3SSO11216	Active	02/02/2017	Municipal (Public)	3,400	179,980	1,602,109	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	65	60	25	40	10	0	0	0	0	0	0	0	100	100	3.5	19.5	25	none	0	2631	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	4	1	0	10	1	3	100	2	3	0.5	9.5	2.6	.2	.8	WWTP other agency	Morro Bay/Cayucos Waste Water Treatment Plant	3SSO11429	4	No	 	 	 	5	3	3	1	
3SSO11408	Active	02/01/2017	Municipal (Public)	40,300	1,621,140	50,000	0	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	34	0	47	0	19	100	0	0	0	0	0	0	100	100	8	89.8	210	none	0	9664	0	0	0	0	0	0	0	0	0	8	0	0	20	0	0	20	1	0	50	1	2	2	0	0	100	2	2	0	25	20	2.5	2.0	WWTP same agency	city of hollister waste water treatment plant	3SS011408	4	No	 	 	 	5	0	0	0	
3SSO11415	Active	01/24/2017	Prison	20	2,000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	0	0	0.9	0.9	upperLower	0.9	35	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	19	0	0	33	0	0	6	0	0	100	0	0	0	0	0	.0016	.0016	SSS other agency	City of Paso Robles	3400105001	4	No	 	 	 	5	0	0	0	
3SSO11422	Active	02/03/2017	Municipal (Public)	4,500	2,714,000	3,807,000	1	4	2	1	0	0	5	0	0	0	0	0	0	0	0	5	0	49	52	31	0	10	48	10	0	0	0	0	0	100	100	3	77	0	none	0	2500	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	59	1	4	10	0	0	11	0	3	100	1	7	0	54	5	0.4	1.8	WWTP other agency	Carmel Area Wastewater District	0	4	No	 	 	 	5	0	0	2	
3SSO11426	Active	08/10/2016	Municipal (Public)	800	1,000	4,000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	30	0	0	0	0	0	0	0	100	0	0	3.7	2.9	none	156	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	100	0	0	0	3.7	3.7	19,125	21,750	SSS other agency	Goleta Sanitary District	3SSO11465	4	No	 	 	 	5	2	0	0	
3SSO11429	Active	03/02/2017	Municipal (Public)	10,500	1,234,852	1,319,390	2	4	2	1	0	0	3	1	0	0	0	0	1	0	1	1	1	81	90	9	7	9	3	1	0	0	0	0	0	100	100	3	60	42	none	0	5500	0	0	0	0	0	0	0	0	0	26	0	0	55	0	0	14	0	0	4	0	1	1	1	1	100	1	2	0	35	1	.84	4.0	WWTP same agency	morro bay/cayucos wwtp	3400103001	4	Yes	No	Morro Bay State Park (north and South locations)	?	5	7	0	1	
3SSO11443	Active	08/05/2016	Municipal (Public)	7,620	725,000	40,000	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	2	0	20	100	60	0	20	0	0	0	0	0	0	0	100	100	10.5	27	10	none	0	2239	0	0	0	0	0	0	0	0	0	3	0	0	30	0	0	34	0	0	25	0	8	8	0	1	100	0	9	0.5	37	1.0	680,000	780,000	WWTP other agency	MRWPCA	3 270118002	4	Yes	No	Monte del Lago	none	5	0	1	2	
3SSO11455	Active	06/02/2016	Airport	1,683	30,000	50,000	1	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	80	90	10	0	0	0	0	0	0	0	100	100	1.3	2.6	1	upperLower	1	52	0	0	0	0	0	0	0	0	0	0	0	0	75	1	1	0	0	0	0	0	1	25	0	0	100	1	2	0	0	0	.0550	.0834	WWTP other agency	Goleta Sanitary District	3420102001	4	No	 	 	 	5	0	1	0	
3SSO11465	Active	01/09/2017	Municipal (Public)	33,500	3,249,006	5,891,000	1	3	1	1	0	2	2	0	0	1	0	0	2	0	0	5	1	15	0	67	40	15	30	2	30	1	0	0	0	100	100	4.2	62	75	none	0	6065	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	74	0	1	14	1	0	10	0	0	100	1	1	1	56.4	13	1.5	2.6	WWTP other agency	Goleta Sanitary District	NA	4	Yes	No	EMID	NA	5	12	5	0	
